"l_id","chain","category","company","brand","l_offer","l_alias_market","repeattrips","repeater","offerdate","quantity","offervalue","agg_qty","agg_amt","freq","l_alias_gender","age","state","__of_subscriber","avg___daily_calls_received","avg__duration__mins__per_call_received","avg____distinct_numbers_daily_calls_received_from","avg____distinct_numbers_weekly_calls_received_from","avg___daily_calls_made","avg___weekly_calls_made","avg__duration__mins__per_call_made","avg____distinct_numbers_daily_calls_made_to","avg____distinct_numbers_weekly_calls_made_to","__daily_messages_received","__weekly_messages_received","avg____distinct_numbers_daily_msgs_received_from","avg____distinct_numbers_weekly_msgs_received_from","__daily_messages_sent","__weekly_messages_sent","avg____distinct_numbers_daily_msgs_sent_to","avg____distinct_numbers_weekly_msgs_sent_to","repeat_flag"
"_2673504971","_16","_2119","_108079383","_6926","_1208329","_20","0","f","4/22/2013 0:00","1","1","2","2","1","M","26-35","PA","466593","14985","10342","15110","45330","13112","91784","10044","8053","24159","15802","110614","7971","23913","16029","112203","4983","14949","0"
"_2678701355","_42","_3203","_106414464","_13474","_1197502","_17","0","f","3/26/2013 0:00","1","0.75","1","1.5","1","M","26-35","OH","542665","15277","11126","15035","45105","12878","90146","10059","8289","24867","16291","114037","8381","25143","15787","110509","5081","15243","0"
"_2654434274","_46","_3203","_106414464","_13474","_1197502","_18","0","f","3/27/2013 0:00","1","0.75","11","14.210000000000001","1","F","16-25","OH","507340","16407","11095","16196","48588","13787","96509","10573","8488","25464","16091","112637","8447","25341","16574","116018","5320","15960","0"
"_2647056004","_12","_3203","_106414464","_13474","_1197502","_15","0","f","3/26/2013 0:00","1","0.75","1","2.4900000000000002","1","M","26-35","NJ","511539","15938","11082","15538","46614","13931","97517","10644","8293","24879","16259","113813","8388","25164","15880","111160","5308","15924","0"
"_2667786974","_2","_2119","_108079383","_6926","_1208329","_18","0","f","4/26/2013 0:00","1","1","1","4.7000000000000002","1","F","26-35","OH","448450","14649","10216","14619","43857","13262","92834","9844","7886","23658","15619","109333","7822","23466","15108","105756","4963","14889","0"
"_2675065908","_18","_3203","_106414464","_13474","_1197502","_22","0","f","3/28/2013 0:00","1","0.75","1","-0.31","1","M","36-45","TX","530746","15736","10862","15349","46047","13615","95305","10256","8314","24942","15694","109858","8159","24477","16770","117390","5207","15621","0"
"_2633488470","_89","_3203","_106414464","_13474","_1197502","_24","1","t","3/26/2013 0:00","1","0.75","10","102.40000000000001","2","M","36-45","VA","498980","14567","10287","14925","44775","12655","88585","9740","8012","24036","15464","108248","7933","23799","15413","107891","4909","14727","1"
"_2640831160","_4","_3203","_106414464","_13474","_1197502","_19","0","f","3/25/2013 0:00","1","0.75","6","22.940000000000001","1","F","26-35","OK","479346","15639","10626","15468","46404","13418","93926","10432","8008","24024","16281","113967","8025","24075","16381","114667","4974","14922","0"
"_2649277343","_510","_3203","_106414464","_13474","_1197502","_13","2","t","3/30/2013 0:00","1","0.75","2","3.4900000000000002","3","M","36-45","NC","529551","15379","10348","15384","46152","13109","91763","10352","8171","24513","16208","113456","8243","24729","15987","111909","5128","15384","1"
"_2656761637","_101","_2202","_104460040","_3718","_1208251","_22","0","f","4/24/2013 0:00","1","2","13","45.369999999999997","1","F","26-35","TX","478150","15275","10706","15409","46227","13442","94094","10321","8266","24798","16474","115318","8286","24858","15789","110523","5114","15342","0"
"_2662783467","_360","_6202","_1087744888","_64486","_1208501","_4","0","f","4/27/2013 0:00","1","1.5","5","37.450000000000003","1","M","36-45","FL","510934","15913","11165","16402","49206","14163","99141","10665","8324","24972","16454","115178","8822","26466","16724","117068","5105","15315","0"
"_2631154774","_214","_2119","_108079383","_6926","_1208329","_14","2","t","4/22/2013 0:00","1","1","44","129.97","3","M","36-45","NE","520383","15423","11157","15919","47757","13649","95543","10472","8291","24873","15797","110579","8280","24840","16308","114156","5235","15705","1"
"_2648237321","_42","_3203","_106414464","_13474","_1197502","_5","0","f","4/4/2013 0:00","1","0.75","3","8.0700000000000003","1","M","26-35","IA","506879","16070","11094","15781","47343","13573","95011","10312","8372","25116","15783","110481","8280","24840","15833","110831","5195","15585","0"
"_2630940491","_21","_4401","_105100050","_13791","_1199258","_19","0","f","3/18/2013 0:00","1","2","10","34.32","1","M","26-35","OK","510791","15442","10893","14938","44814","13163","92141","9991","8351","25053","15780","110460","8235","24705","15748","110236","5236","15708","0"
"_2640794696","_46","_3203","_106414464","_13474","_1197502","_28","0","f","3/27/2013 0:00","1","0.75","4","5.96","1","M","36-45","CO","529257","14882","10400","14886","44658","12634","88438","9987","8020","24060","16014","112098","8178","24534","15797","110579","5006","15018","0"
"_2656776691","_77","_5558","_107120272","_5072","_1198271","_11","1","t","3/25/2013 0:00","1","1.5","3","13.470000000000001","2","F","36-45","MI","550245","15990","11317","15887","47661","13905","97335","10849","8611","25833","16973","118811","8662","25986","16856","117992","5247","15741","1"
"_2664468690","_106","_3203","_106414464","_13474","_1197502","_4","1","t","3/29/2013 0:00","1","0.75","5","33.229999999999997","2","M","36-45","FL","510934","15913","11165","16402","49206","14163","99141","10665","8324","24972","16454","115178","8822","26466","16724","117068","5105","15315","1"
"_2621939251","_21","_4401","_105100050","_13791","_1199256","_1","0","f","3/28/2013 0:00","1","2","5","9","1","M","26-35","AL","510045","14703","10455","14898","44694","12838","89866","10334","8252","24756","15199","106393","8038","24114","15632","109424","5124","15372","0"
"_2642985824","_21","_2119","_108079383","_6926","_1208329","_25","1","t","4/22/2013 0:00","1","1","1","2.5","2","F","16-25","WA","538145","16814","11581","16712","50136","14493","101451","11114","8822","26466","17179","120253","9044","27132","17032","119224","5540","16620","1"
"_2650013766","_104","_3203","_106414464","_13474","_1197502","_20","0","f","3/28/2013 0:00","1","0.75","10","46.899999999999999","1","M","16-25","PA","481293","14985","10416","14585","43755","12909","90363","9444","7836","23508","15304","107128","7668","23004","15474","108318","4765","14295","0"
"_2658437539","_401","_2202","_104460040","_3718","_1208251","_32","1","t","4/27/2013 0:00","1","2","3","10.5","2","M","26-35","ME","548854","15834","11164","15744","47232","13681","95767","10761","8471","25413","16541","115787","8444","25332","16576","116032","5176","15528","1"
"_2665841991","_21","_3203","_106414464","_13474","_1197502","_27","0","f","4/6/2013 0:00","1","0.75","2","9.7799999999999994","1","F","26-35","AZ","525634","14637","10437","14486","43458","13139","91973","9706","7839","23517","15320","107240","7827","23481","15463","108241","4887","14661","0"
"_2634550286","_21","_3203","_106414464","_13474","_1197502","_28","0","f","4/23/2013 0:00","1","0.75","1","4.29","1","M","36-45","CO","529257","14882","10400","14886","44658","12634","88438","9987","8020","24060","16014","112098","8178","24534","15797","110579","5006","15018","0"
"_2671255244","_360","_6202","_1087744888","_64486","_1208501","_17","0","f","4/25/2013 0:00","1","1.5","2","8.2799999999999994","1","F","36-45","OH","510720","15057","10574","14633","43899","12806","89642","10699","8069","24207","15983","111881","8080","24240","15877","111139","5057","15171","0"
"_2633353513","_21","_6202","_1087744888","_64486","_1208501","_30","3","t","4/25/2013 0:00","1","1.5","6","12.470000000000001","4","M","36-45","ID","507998","15950","10861","15693","47079","13253","92771","10657","8253","24759","16324","114268","8031","24093","15945","111615","5164","15492","1"
"_2641938852","_214","_3504","_104460040","_7668","_1200584","_5","0","f","4/2/2013 0:00","1","1.25","2","2","1","F","26-35","IA","539430","15849","11053","15492","46476","13374","93618","10517","8271","24813","16116","112812","8119","24357","16741","117187","5151","15453","0"
"_2658896258","_507","_2202","_104460040","_3718","_1208251","_32","0","f","4/29/2013 0:00","1","2","1","5.5899999999999999","1","F","26-35","ME","532723","14606","10678","15230","45690","13010","91070","10050","7981","23943","14986","104902","7843","23529","15295","107065","4851","14553","0"
"_2632408686","_46","_2202","_104460040","_3718","_1208251","_11","0","f","4/25/2013 0:00","1","2","4","10.69","1","F","36-45","MI","550245","15990","11317","15887","47661","13905","97335","10849","8611","25833","16973","118811","8662","25986","16856","117992","5247","15741","0"
"_2640202444","_507","_4401","_105100050","_13791","_1199256","_19","0","f","3/16/2013 0:00","1","2","1","4.9900000000000002","1","M","26-35","OK","510791","15442","10893","14938","44814","13163","92141","9991","8351","25053","15780","110460","8235","24705","15748","110236","5236","15708","0"
"_2648692460","_285","_2202","_104460040","_3718","_1208251","_9","0","f","4/24/2013 0:00","1","2","1","4.9900000000000002","1","M","16-25","LA","504807","15249","10711","15423","46269","13183","92281","10503","8204","24612","15995","111965","8467","25401","16261","113827","4908","14724","0"
"_2656178774","_285","_5558","_107120272","_5072","_1198275","_14","1","t","3/26/2013 0:00","1","1.5","1","4.9900000000000002","2","M","26-35","NE","523397","15650","10755","15693","47079","13514","94598","10692","8492","25476","16268","113876","8407","25221","16424","114968","5081","15243","1"
"_2662449883","_85","_3203","_106414464","_13474","_1197502","_9","0","f","3/25/2013 0:00","1","0.75","9","29.109999999999999","1","F","36-45","LA","508940","15789","11133","15429","46287","13557","94899","10472","8478","25434","15896","111272","8109","24327","16317","114219","5134","15402","0"
"_2630560804","_508","_2202","_104460040","_3718","_1208251","_14","1","t","4/30/2013 0:00","1","2","2","28.899999999999999","2","F","36-45","NE","510932","15204","10594","15523","46569","13533","94731","9696","8080","24240","15918","111426","7945","23835","15600","109200","5133","15399","1"
"_2647430582","_46","_3203","_106414464","_13474","_1197502","_24","0","f","3/28/2013 0:00","1","0.75","146","135.41","1","M","26-35","VA","584019","16037","10773","15678","47034","13858","97006","10667","8488","25464","15969","111783","8604","25812","16581","116067","5169","15507","0"
"_2629641411","_89","_2202","_104460040","_3718","_1208251","_21","2","t","4/28/2013 0:00","1","2","6","19.960000000000001","3","M","36-45","SC","554821","16439","11418","16811","50433","14724","103068","10867","8788","26364","16577","116039","8777","26331","16605","116235","5755","17265","1"
"_2639924077","_285","_3203","_106414464","_13474","_1197502","_32","0","f","3/26/2013 0:00","1","0.75","1","3.6899999999999999","1","F","16-25","ME","501902","15260","10270","14641","43923","12719","89033","9913","7990","23970","15216","106512","8130","24390","15468","108276","4923","14769","0"
"_2656601014","_40","_3203","_106414464","_13474","_1197502","_14","0","f","3/28/2013 0:00","1","0.75","1","3.8900000000000001","1","M","36-45","NE","520383","15423","11157","15919","47757","13649","95543","10472","8291","24873","15797","110579","8280","24840","16308","114156","5235","15705","0"
"_2660990619","_101","_3203","_106414464","_13474","_1197502","_15","0","f","3/28/2013 0:00","1","0.75","6","23.960000000000001","1","M","26-35","NJ","511539","15938","11082","15538","46614","13931","97517","10644","8293","24879","16259","113813","8388","25164","15880","111160","5308","15924","0"
"_2680946493","_285","_5558","_107120272","_5072","_1198274","_7","0","f","3/25/2013 0:00","1","1.5","3","5.7800000000000002","1","M","36-45","KS","529882","15734","10802","15689","47067","13347","93429","9997","8263","24789","15912","111384","8173","24519","16126","112882","5264","15792","0"
"_2677385158","_101","_2202","_104460040","_3718","_1208251","_32","1","t","4/23/2013 0:00","1","2","1","5.9900000000000002","2","M","26-35","ME","548854","15834","11164","15744","47232","13681","95767","10761","8471","25413","16541","115787","8444","25332","16576","116032","5176","15528","1"
"_2624230861","_15","_3203","_106414464","_13474","_1197502","_11","0","f","4/16/2013 0:00","1","0.75","1","1.3400000000000001","1","M","36-45","MI","563625","14973","10774","15381","46143","13574","95018","10095","8251","24753","15426","107982","8387","25161","16003","112021","5229","15687","0"
"_2646708468","_21","_6202","_1087744888","_64486","_1208501","_6","2","t","4/27/2013 0:00","1","1.5","29","34.810000000000002","3","F","16-25","IL","481150","15586","10834","15251","45753","13124","91868","10132","8165","24495","16198","113386","8299","24897","16697","116879","5129","15387","1"
"_2653435883","_285","_5616","_104610040","_15889","_1204576","_14","0","f","4/5/2013 0:00","1","1","2","14.98","1","M","16-25","NE","509160","16047","10868","15704","47112","13814","96698","10592","8367","25101","16490","115430","8286","24858","16240","113680","5262","15786","0"
"_2661848274","_377","_9909","_1089520383","_28840","_1203052","_29","0","f","4/12/2013 0:00","1","1","3","8.9800000000000004","1","F","26-35","CT","560457","16588","11352","16574","49722","14044","98308","10641","8929","26787","16064","112448","8452","25356","16586","116102","5365","16095","0"
"_2670832589","_101","_5619","_107717272","_102504","_1204822","_31","0","f","4/6/2013 0:00","1","1.5","1","5.9900000000000002","1","M","16-25","IN","526930","14904","10257","14228","42684","12803","89621","9785","7776","23328","14894","104258","7857","23571","14623","102361","4775","14325","0"
"_2679958944","_510","_1726","_104460040","_7668","_1200581","_2","0","f","4/6/2013 0:00","1","1.25","2","60","1","F","16-25","AR","504640","16099","10854","15568","46704","13353","93471","10168","8030","24090","16168","113176","8224","24672","16112","112784","5256","15768","0"
"_2675354628","_42","_5616","_104610040","_15889","_1204576","_28","0","f","4/6/2013 0:00","1","1","4","22.760000000000002","1","F","36-45","CO","502499","15906","11027","15722","47166","13813","96691","10269","8429","25287","16282","113974","8574","25722","16213","113491","5371","16113","0"
"_2651443691","_240","_6202","_1087744888","_64486","_1208503","_10","2","t","4/24/2013 0:00","1","1.5","4","10.76","3","F","16-25","MD","555236","15203","10349","15176","45528","13277","92939","10312","8024","24072","15878","111146","7715","23145","15705","109935","5155","15465","1"
"_2633279740","_510","_1703","_104460040","_7668","_1200579","_28","0","f","4/6/2013 0:00","1","1.5","4","11.76","1","M","36-45","CO","529257","14882","10400","14886","44658","12634","88438","9987","8020","24060","16014","112098","8178","24534","15797","110579","5006","15018","0"
"_2641923333","_214","_2202","_104460040","_3718","_1208251","_24","0","f","4/27/2013 0:00","1","2","3","11.970000000000001","1","M","36-45","VA","498980","14567","10287","14925","44775","12655","88585","9740","8012","24036","15464","108248","7933","23799","15413","107891","4909","14727","0"
